,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District
786,350,36,1,2,1,1,No,Yes,No,No,Cambuci
674,190,30,1,2,1,1,Yes,No,No,No,Vila Matilde
4715,1300,85,3,2,1,1,No,Yes,No,No,Pinheiros
4568,580,54,2,1,0,1,No,No,Yes,No,Limão
4590,450,44,2,1,0,1,No,No,No,No,Limão
9590,590,52,2,2,1,1,Yes,No,No,No,Aricanduva
2803,1350,140,3,4,3,2,No,No,Yes,No,Tucuruvi
3722,3300,180,3,2,1,2,No,No,No,No,Jardim Paulista
4334,532,68,3,2,1,1,No,No,Yes,No,Butantã
9969,1300,93,3,3,1,2,Yes,Yes,Yes,No,Morumbi
427,291,57,2,2,1,1,No,No,No,No,São Lucas
4300,650,68,2,1,0,1,No,No,Yes,No,Butantã
4336,600,75,3,2,1,1,No,No,No,No,Butantã
652,97,40,2,2,1,1,Yes,No,No,No,Vila Matilde
9332,590,72,2,2,1,2,No,No,No,No,Jaçanã
670,700,90,2,2,1,1,Yes,No,No,No,Vila Matilde
3120,473,49,2,1,0,1,Yes,No,Yes,No,Penha
9176,1150,33,1,2,1,1,Yes,Yes,Yes,No,Consolação
10615,2400,215,4,5,4,3,No,No,Yes,No,Itaim Bibi
694,450,65,2,2,1,1,No,Yes,No,No,Vila Prudente
3155,555,70,3,2,1,1,No,No,Yes,No,São Lucas
1023,446,65,3,2,1,1,Yes,No,Yes,No,Cursino
5289,1034,93,3,3,1,2,No,Yes,Yes,No,Vila Olimpia
10747,1161,130,3,2,1,2,No,No,Yes,No,Santo Amaro
1378,664,60,2,2,1,1,Yes,Yes,Yes,No,Saúde
259,352,53,2,2,1,1,Yes,No,No,No,Itaquera
2307,639,72,3,2,1,1,No,Yes,Yes,No,Brás
5354,650,79,2,2,1,2,No,No,No,No,Mooca
3713,2450,230,3,3,2,2,No,Yes,No,No,Jardim Paulista
5267,1835,120,3,5,3,3,No,No,Yes,No,Brooklin
2996,400,52,2,2,1,1,No,No,Yes,No,Cangaíba
163,387,50,2,2,1,1,No,No,No,No,Cidade Tiradentes
10211,472,63,2,2,1,1,No,No,No,No,Rio Pequeno
2907,600,76,3,2,1,2,No,No,Yes,No,Água Rasa
264,0,47,2,2,1,1,No,No,Yes,No,Itaquera
10759,350,41,1,1,0,1,Yes,No,Yes,No,Saúde
3364,690,85,2,2,1,1,No,No,Yes,No,Cambuci
385,480,50,2,2,1,1,Yes,No,No,No,Ponte Rasa
3773,1150,110,2,2,1,1,No,Yes,No,No,Jardim Paulista
231,0,100,2,2,1,1,No,No,No,No,Iguatemi
2336,346,53,2,1,0,1,No,No,No,No,Brás
701,1000,94,3,2,1,2,No,No,Yes,No,Vila Prudente
9494,382,56,1,2,1,1,Yes,No,No,No,Vila Maria
4368,400,55,2,1,0,1,No,Yes,No,No,Butantã
1126,360,65,2,2,1,1,Yes,No,No,No,Jabaquara
3961,0,50,2,1,0,1,No,No,No,No,Sacomã
11201,2153,258,3,4,3,4,No,Yes,No,No,Brooklin
2383,688,35,1,1,0,1,No,No,Yes,No,Consolação
1886,1500,171,3,5,3,3,No,No,Yes,No,Lapa
5424,2159,175,2,3,2,2,No,Yes,No,No,Brooklin
1446,2075,196,3,5,3,3,No,No,No,No,Vila Andrade
10294,350,75,3,1,0,0,No,No,No,No,Brás
4534,746,65,2,1,0,1,No,No,No,No,Lapa
3314,580,50,2,1,0,2,No,Yes,No,No,Vila Prudente
9604,0,59,2,2,1,1,No,No,No,No,Artur Alvim
2143,750,67,1,2,1,1,No,No,Yes,No,Barra Funda
2808,658,44,1,1,0,1,No,No,Yes,No,Tucuruvi
1094,2900,220,3,3,1,2,No,No,No,No,Itaim Bibi
10723,5000,280,4,5,4,4,No,No,No,No,Morumbi
964,556,62,3,2,1,1,Yes,No,Yes,No,Cidade Ademar
9858,281,54,2,2,1,2,No,No,Yes,No,Campo Limpo
179,650,50,2,2,1,1,Yes,No,Yes,No,Ermelino Matarazzo
5328,500,64,3,1,0,1,No,Yes,No,No,Mooca
10830,540,65,3,2,1,2,Yes,No,Yes,No,Vila Sônia
4688,694,85,2,2,1,2,No,No,Yes,No,Pinheiros
105,0,106,3,2,1,1,Yes,No,Yes,No,Carrão
2471,410,45,1,1,0,1,No,No,Yes,No,Liberdade
999,2263,250,4,5,4,4,No,No,Yes,No,Cursino
4716,880,60,2,1,0,1,No,Yes,Yes,No,Pinheiros
2077,420,54,2,2,1,1,Yes,No,No,No,Rio Pequeno
2744,452,44,1,1,0,1,No,No,Yes,No,Santana
9834,3000,270,4,6,4,4,No,No,No,No,Campo Belo
715,452,55,2,2,1,1,No,No,No,No,Vila Prudente
1602,0,33,1,2,1,1,Yes,Yes,Yes,No,Alto de Pinheiros
1157,600,70,3,2,1,1,No,No,Yes,No,Jardim Ângela
4522,750,92,3,2,0,1,No,No,No,No,Lapa
2673,150,79,2,2,1,1,Yes,No,No,No,Mandaqui
4380,355,48,2,1,0,1,No,No,Yes,No,Cachoeirinha
1052,420,45,1,2,1,1,Yes,No,Yes,No,Ipiranga
1762,402,70,3,2,1,1,No,No,Yes,No,Freguesia do Ó
1296,547,78,3,2,1,1,No,No,No,No,Pedreira
2778,520,42,1,2,1,1,No,No,Yes,No,Tucuruvi
68,587,70,3,2,1,1,No,No,No,No,Cangaíba
4874,576,80,2,1,0,0,No,No,No,No,Vila Leopoldina
2042,0,56,2,2,1,1,No,No,No,No,Raposo Tavares
2863,290,60,2,1,0,1,No,No,No,No,Vila Maria
2327,296,42,2,1,0,1,No,No,No,No,Brás
1660,320,50,2,2,1,1,Yes,No,No,No,Brasilândia
4569,590,70,3,2,1,1,No,No,Yes,No,Limão
2928,130,48,2,1,0,1,No,No,No,No,Artur Alvim
1548,520,64,2,2,1,1,Yes,Yes,Yes,No,Vila Sônia
3349,461,60,1,1,0,0,No,No,No,No,Cambuci
10517,5000,311,4,5,4,6,No,No,Yes,No,Campo Belo
975,0,64,2,2,1,1,No,No,No,No,Cidade Dutra
9546,1100,120,3,4,1,3,Yes,Yes,Yes,No,Água Rasa
3259,420,48,2,1,0,1,No,No,No,No,Vila Matilde
76,340,48,2,2,1,1,No,No,No,No,Cangaíba
3845,995,60,2,1,0,1,Yes,No,No,No,Moema
1560,575,60,2,2,1,1,No,No,No,No,Vila Sônia
4249,3300,180,3,2,1,3,No,No,Yes,No,Alto de Pinheiros
1899,480,50,2,2,1,1,No,No,Yes,No,Limão
10277,0,65,1,1,0,1,No,No,No,No,Bela Vista
11122,330,64,3,2,1,1,No,No,Yes,No,Mooca
3002,372,60,2,1,0,1,No,No,Yes,No,Carrão
9674,240,42,2,2,1,1,No,No,No,No,Itaim Paulista
4869,1350,176,3,4,3,3,Yes,Yes,Yes,No,Vila Leopoldina
1948,1130,120,3,3,1,2,Yes,No,No,No,Perdizes
1728,600,35,1,2,1,1,Yes,No,No,No,Cachoeirinha
1100,2000,215,2,4,1,2,Yes,No,Yes,No,Itaim Bibi
9318,390,53,2,2,1,1,No,No,Yes,No,Jaçanã
2057,450,49,2,2,1,1,No,No,Yes,No,Rio Pequeno
9098,400,39,1,2,1,1,No,No,Yes,No,Bela Vista
1911,290,58,2,2,1,1,Yes,No,No,No,Limão
16,337,55,2,2,1,1,Yes,No,No,No,Belém
2834,700,77,2,2,1,2,No,No,No,No,Vila Guilherme
1310,0,55,2,2,1,1,Yes,Yes,No,No,Sacomã
2117,320,43,2,1,0,1,Yes,No,No,No,Barra Funda
10726,350,49,2,1,0,1,Yes,No,No,No,Sacomã
3328,350,50,2,1,0,1,No,Yes,No,No,Vila Prudente
10959,3200,230,4,3,2,3,No,No,No,No,Pinheiros
846,500,61,2,2,1,1,No,No,Yes,No,Campo Grande
2781,702,65,2,2,0,1,No,No,No,No,Tucuruvi
9362,475,60,2,2,1,1,No,No,No,No,Mandaqui
300,0,44,2,2,1,1,No,No,No,No,José Bonifácio
2540,602,60,2,1,0,1,No,Yes,Yes,No,Santa Cecília
2727,2150,200,4,1,4,4,No,No,Yes,No,Santana
10432,1226,127,3,4,3,2,No,Yes,Yes,No,Carrão
10015,0,49,2,2,1,1,Yes,No,No,No,Socorro
9354,445,55,2,2,1,1,No,No,No,No,Mandaqui
2299,340,33,1,1,0,0,No,No,Yes,No,Brás
10500,458,68,2,1,0,0,No,No,No,No,Cambuci
2110,1100,126,4,5,2,2,No,No,Yes,No,Vila Leopoldina
9356,1100,70,2,3,2,1,No,No,No,No,Mandaqui
10422,420,46,2,1,0,1,No,No,No,No,Belém
355,563,58,2,2,1,1,No,No,No,No,Penha
10848,382,60,2,1,0,1,No,No,Yes,No,Butantã
1079,808,90,2,2,1,1,No,Yes,No,No,Itaim Bibi
228,0,92,1,2,1,1,No,No,No,No,Iguatemi
10768,0,50,2,1,0,1,No,No,No,No,Saúde
3502,500,75,3,1,0,1,Yes,No,Yes,No,Cursino
3668,610,64,3,1,0,1,No,No,Yes,No,Jabaquara
4331,600,88,3,2,1,2,No,No,Yes,No,Butantã
5370,1600,170,3,4,3,3,No,No,No,No,Mooca
3199,1017,114,3,2,1,2,No,No,No,No,Tatuapé
1347,1530,127,3,5,3,2,Yes,Yes,Yes,No,Santo Amaro
297,0,75,2,2,1,2,No,No,No,No,Jardim Helena
10075,3300,171,3,3,1,3,Yes,No,Yes,No,Alto de Pinheiros
2770,495,60,1,2,1,2,No,No,No,No,Tremembé
10052,700,70,2,2,1,2,No,No,Yes,No,Vila Mariana
4449,800,65,2,2,1,1,No,Yes,Yes,No,Jaguaré
2494,350,32,1,1,0,1,No,No,No,No,Liberdade
10315,385,45,1,1,0,0,No,No,No,No,Consolação
2964,350,48,2,1,0,1,No,No,Yes,No,Belém
4058,0,70,2,1,0,1,No,No,No,No,Saúde
2880,0,53,2,1,0,0,No,No,No,No,Vila Maria
4900,1400,156,3,4,3,2,Yes,Yes,Yes,No,Vila Leopoldina
1935,1600,150,3,4,3,3,No,No,Yes,No,Perdizes
9327,380,41,2,2,1,1,No,No,Yes,No,Jaçanã
3317,250,35,1,1,0,0,No,No,Yes,No,Vila Prudente
9596,70,42,2,2,1,1,No,No,No,No,Aricanduva
4643,848,79,2,1,0,1,No,No,Yes,No,Perdizes
4576,201,35,1,1,0,1,No,No,No,No,Limão
2814,780,110,3,2,1,2,No,No,No,No,Tucuruvi
4727,295,60,2,1,0,1,Yes,No,No,No,Pinheiros
3920,850,64,2,2,1,1,No,No,Yes,No,Morumbi
5292,717,47,1,2,1,1,Yes,No,Yes,No,Vila Olimpia
972,0,185,4,5,3,2,Yes,No,Yes,No,Cidade Dutra
4750,400,50,2,1,0,1,No,No,No,No,Pirituba
419,330,56,2,2,1,1,No,No,No,No,Sapopemba
3237,250,50,2,1,0,1,No,No,No,No,Vila Jacuí
411,279,56,2,2,1,1,No,No,No,No,Sapopemba
3462,0,58,2,1,0,1,No,No,No,No,Campo Grande
3853,660,79,3,2,1,1,No,No,No,No,Moema
2258,220,90,2,1,0,0,No,No,No,No,Bom Retiro
10812,994,60,2,1,0,1,No,Yes,No,No,Vila Mariana
791,1490,117,3,4,1,2,Yes,No,Yes,No,Campo Belo
1317,683,76,3,2,1,2,No,No,No,No,Sacomã
2497,349,80,2,1,0,0,No,No,No,No,Pari
1647,635,58,2,2,1,1,No,Yes,Yes,No,Anhanguera
657,564,55,2,2,1,1,No,No,No,No,Vila Matilde
524,660,85,3,2,1,2,No,No,No,No,Tatuapé
3948,480,55,2,2,0,1,No,No,Yes,No,Sacomã
10919,2100,190,4,3,2,3,Yes,No,Yes,No,Perdizes
9895,2100,135,3,2,1,1,No,No,No,No,Itaim Bibi
4466,80,70,2,1,0,1,No,No,No,No,Jaguaré
11158,550,40,1,2,1,1,No,No,No,No,Vila Olimpia
2900,400,60,2,2,1,1,No,Yes,Yes,No,Água Rasa
1703,434,62,3,2,1,1,Yes,Yes,Yes,No,Butantã
4416,457,81,2,2,1,1,No,No,Yes,No,Freguesia do Ó
4483,544,65,2,2,1,1,No,No,No,No,Jaguaré
2174,360,31,1,1,0,0,No,No,Yes,No,Barra Funda
2864,1100,90,3,2,1,2,No,No,Yes,No,Vila Maria
1311,483,52,2,2,1,1,No,Yes,No,No,Sacomã
10442,422,50,2,1,0,1,No,No,Yes,No,Itaquera
4585,120,50,2,1,0,0,No,No,No,No,Limão
2649,456,49,1,1,0,1,No,No,Yes,No,Casa Verde
2146,1250,164,4,2,1,2,No,Yes,Yes,No,Barra Funda
4091,630,75,3,2,1,1,No,No,Yes,No,Socorro
4190,1000,85,3,2,1,2,No,No,Yes,No,Vila Sônia
40,377,55,2,2,1,1,Yes,Yes,No,No,Belém
1832,360,58,2,2,1,1,No,No,No,No,Jaraguá
4455,440,60,2,1,0,1,No,No,No,No,Jaguaré
3839,5500,340,4,4,3,4,No,No,No,No,Moema
2982,743,63,2,1,0,1,No,No,Yes,No,Belém
2155,750,63,2,2,1,1,Yes,No,Yes,No,Barra Funda
4294,0,40,1,1,0,0,No,No,No,No,Brasilândia
9675,250,48,2,2,1,1,No,No,No,No,Itaim Paulista
3905,308,51,2,1,0,1,No,No,Yes,No,Morumbi
9644,580,96,3,3,1,2,No,No,Yes,No,Carrão
10451,333,50,2,1,0,1,No,No,Yes,No,Ponte Rasa
10756,2900,220,4,3,2,4,No,No,No,No,Saúde
10203,670,65,3,2,1,1,Yes,No,No,No,Pirituba
681,1700,142,3,4,2,2,No,No,Yes,No,Vila Matilde
2885,0,40,1,1,0,1,No,No,No,No,Medeiros
702,1320,110,3,2,1,2,Yes,No,No,No,Vila Prudente
1825,642,82,2,2,1,1,Yes,No,Yes,No,Jaraguá
2605,560,70,1,1,0,2,No,Yes,No,No,Casa Verde
9681,0,52,2,2,1,1,No,No,Yes,No,Itaquera
1397,1079,115,4,5,2,4,No,No,Yes,No,Saúde
4677,1300,150,3,2,1,1,No,Yes,No,No,Perdizes
10054,384,50,2,2,1,1,Yes,No,Yes,No,Vila Sônia
4625,750,70,2,1,0,2,No,No,Yes,No,Perdizes
1110,505,70,3,2,1,1,No,No,Yes,No,Jabaquara
5173,1936,82,2,2,1,2,Yes,No,Yes,No,Vila Madalena
10227,537,70,2,2,1,1,No,No,No,No,Vila Leopoldina
3600,2605,178,3,2,1,1,No,No,No,No,Itaim Bibi
5190,450,63,2,2,1,1,Yes,Yes,No,No,Mooca
529,610,65,2,2,1,1,No,No,Yes,No,Tatuapé
2209,1597,170,3,2,1,2,No,No,No,No,Bela Vista
2952,0,47,2,1,0,1,No,No,No,No,Artur Alvim
4150,1100,87,2,1,0,2,No,No,Yes,No,Vila Mariana
2697,650,94,2,2,1,2,Yes,No,Yes,No,Mandaqui
4082,500,67,3,1,0,2,No,No,No,No,Socorro
4509,440,62,2,2,1,1,No,Yes,Yes,No,Lapa
3282,400,65,3,2,1,1,No,No,Yes,No,Vila Prudente
937,732,74,3,2,1,1,Yes,No,Yes,No,Cidade Ademar
10641,1200,110,2,3,2,2,No,Yes,Yes,No,Jardim Paulista
754,300,35,1,2,1,1,Yes,No,No,No,Cambuci
9191,800,75,2,2,1,1,Yes,Yes,Yes,No,Liberdade
10888,520,63,2,1,0,0,No,No,No,No,Jaguaré
4351,830,62,2,2,1,2,No,No,Yes,No,Butantã
711,750,80,3,2,1,1,Yes,No,No,No,Vila Prudente
10007,1250,40,1,2,1,1,Yes,Yes,No,No,Saúde
11008,2000,210,4,5,4,3,No,No,Yes,No,Vila Leopoldina
9655,263,50,1,2,1,1,Yes,No,No,No,Ermelino Matarazzo
1945,909,90,3,2,1,1,No,No,No,No,Perdizes
564,230,80,2,2,1,1,No,No,No,No,Vila Curuçá
340,0,46,2,2,1,1,No,No,No,No,Lajeado
11003,1500,148,3,4,3,3,Yes,No,Yes,No,Vila Leopoldina
746,550,50,2,2,1,1,Yes,No,No,No,Cambuci
4028,500,38,1,2,1,0,No,No,No,No,Saúde
10799,2100,220,4,2,1,2,No,No,Yes,No,Vila Mariana
9162,783,60,2,2,1,1,Yes,No,Yes,No,Consolação
5311,1100,110,3,2,1,3,No,No,Yes,No,Mooca
2449,1556,110,3,2,1,1,Yes,No,No,No,Liberdade
1137,300,60,2,2,1,1,No,No,No,No,Jabaquara
425,360,56,2,2,1,1,Yes,No,Yes,No,Sapopemba
4673,100,30,1,1,0,0,No,No,No,No,Perdizes
1947,1200,128,3,5,2,3,Yes,No,Yes,No,Perdizes
10089,500,50,2,2,1,1,No,No,No,No,Brasilândia
1348,500,60,2,2,1,1,Yes,No,Yes,No,Santo Amaro
10960,730,65,2,3,2,1,No,No,Yes,No,Pinheiros
600,700,72,3,2,1,1,No,No,No,No,Vila Formosa
1798,413,45,1,2,1,1,No,No,Yes,No,Jaguaré
9594,950,62,2,2,1,2,Yes,No,No,No,Aricanduva
10270,354,48,1,1,0,0,No,No,No,No,Bela Vista
2517,0,41,1,1,0,1,No,No,Yes,No,República
1038,625,83,2,2,1,1,No,No,Yes,No,Ipiranga
1268,440,69,2,2,1,2,No,No,Yes,No,Morumbi
4264,2500,211,3,3,2,3,No,No,No,No,Alto de Pinheiros
3685,560,60,3,1,0,1,No,No,No,No,Jabaquara
10482,424,65,2,1,0,1,No,No,Yes,No,Vila Matilde
4217,720,76,2,1,0,2,No,Yes,Yes,No,Vila Sônia
778,1123,160,3,7,3,3,No,No,Yes,No,Cambuci
4533,142,60,1,1,0,0,No,No,No,No,Lapa
5146,1344,70,2,2,1,2,Yes,No,Yes,No,Vila Madalena
10630,700,86,3,2,1,2,Yes,No,Yes,Yes,Jabaquara
10980,423,50,2,2,1,1,Yes,No,Yes,No,Pirituba
1764,1200,160,3,2,1,2,Yes,No,Yes,No,Freguesia do Ó
9542,550,76,2,2,1,2,No,No,No,No,Água Rasa
5427,600,33,1,2,1,1,No,Yes,Yes,No,Brooklin
254,500,88,3,2,1,1,No,No,No,No,Itaquera
10801,440,36,1,1,0,1,No,Yes,Yes,No,Vila Mariana
3529,720,70,3,2,1,2,No,No,Yes,No,Ipiranga
9627,474,44,2,2,1,1,No,No,No,No,Belém
9440,1116,93,3,2,1,3,No,No,Yes,No,Tucuruvi
4054,560,43,1,1,0,1,No,Yes,Yes,No,Saúde
82,500,50,2,2,1,1,Yes,No,No,No,Carrão
10398,515,65,2,1,0,1,No,No,No,No,Medeiros
10646,3800,190,3,4,3,3,Yes,No,Yes,No,Jardim Paulista
3933,450,61,2,2,1,1,No,No,No,No,Sacomã
805,860,70,2,2,1,1,Yes,No,Yes,No,Campo Belo
5214,650,58,2,2,1,1,Yes,No,Yes,No,Mooca
141,0,48,2,2,1,1,No,No,No,No,Cidade Líder
5301,750,65,2,2,1,1,Yes,No,Yes,No,Vila Olimpia
9645,0,65,2,2,1,1,Yes,No,No,No,Carrão
2254,220,90,2,1,0,0,No,No,No,No,Bom Retiro
3550,467,60,2,2,1,1,No,No,No,No,Ipiranga
9990,1049,60,3,2,1,1,Yes,No,No,No,Santo Amaro
4219,1479,139,3,4,3,2,No,No,Yes,No,Vila Sônia
1417,0,60,2,2,1,1,Yes,No,No,No,Socorro
515,350,52,2,2,1,1,Yes,No,No,No,Tatuapé
2825,430,55,1,1,0,1,No,No,No,No,Tucuruvi
3244,675,52,2,1,0,1,No,No,No,No,Vila Matilde
2169,1080,162,4,3,2,2,No,No,Yes,No,Barra Funda
10650,2500,245,3,4,3,3,No,No,No,No,Jardim Paulista
3022,700,83,2,1,0,1,No,No,Yes,No,Carrão
10612,670,36,1,2,1,1,No,Yes,Yes,No,Itaim Bibi
9085,500,50,1,2,1,1,No,Yes,No,No,Bela Vista
3630,1233,130,2,3,2,2,No,Yes,Yes,No,Itaim Bibi
10311,700,42,1,1,0,0,No,No,No,No,Consolação
1739,470,51,2,2,1,1,Yes,Yes,No,No,Cachoeirinha
10945,264,105,2,1,0,0,Yes,No,No,No,Pinheiros
9887,2500,283,4,5,3,2,Yes,Yes,Yes,No,Ipiranga
3217,80,75,2,1,0,0,No,No,No,No,Tatuapé
232,0,70,1,2,1,1,No,Yes,No,No,Iguatemi
10232,1500,178,3,4,3,3,No,No,Yes,No,Vila Leopoldina
9892,2600,240,4,2,3,3,Yes,No,Yes,No,Itaim Bibi
3020,733,70,2,1,0,0,No,Yes,No,No,Carrão
1355,800,110,3,3,2,2,Yes,No,Yes,No,Santo Amaro
1462,850,103,2,3,2,2,Yes,No,Yes,No,Vila Andrade
1818,459,54,2,2,1,1,Yes,No,Yes,No,Jaguaré
9961,1400,45,1,2,1,1,Yes,Yes,Yes,No,Moema
3371,670,53,2,1,0,1,No,No,Yes,No,Cambuci
820,0,67,1,2,1,2,Yes,Yes,Yes,No,Campo Belo
886,560,60,3,2,1,1,Yes,No,No,No,Campo Limpo
4489,460,47,2,1,0,1,No,Yes,No,No,Jaraguá
10287,2878,197,3,2,1,1,No,No,No,No,Bom Retiro
9968,900,52,1,2,1,1,No,No,No,No,Morumbi
2791,410,70,2,1,0,1,No,No,No,No,Tucuruvi
4572,522,70,3,2,1,1,No,No,No,No,Limão
5218,3100,220,3,3,2,4,No,No,Yes,No,Mooca
4552,320,52,2,2,1,1,No,Yes,Yes,No,Lapa
4204,720,74,3,2,0,1,No,No,Yes,No,Vila Sônia
1883,800,100,3,4,1,2,Yes,No,Yes,No,Lapa
762,350,36,1,2,1,1,Yes,Yes,No,No,Cambuci
2198,0,40,1,1,0,0,No,No,No,No,Bela Vista
2319,460,50,2,1,0,1,No,No,No,No,Brás
4107,1280,170,4,4,3,3,Yes,No,Yes,No,Vila Andrade
1138,650,68,2,2,1,1,No,No,Yes,No,Jabaquara
3692,1028,67,2,2,1,1,No,No,No,No,Jabaquara
9463,800,79,2,2,1,2,No,No,Yes,No,Vila Guilherme
5317,740,64,2,2,1,1,No,No,No,No,Mooca
9345,0,70,2,2,1,2,No,No,No,No,Jaçanã
1944,2000,251,4,6,4,4,No,Yes,Yes,No,Perdizes
1905,395,73,2,2,1,1,No,No,No,No,Limão
2025,565,60,2,2,1,1,Yes,No,No,No,Pirituba
9793,440,65,3,2,1,1,Yes,No,Yes,No,Vila Matilde
3741,1052,100,2,2,1,0,No,No,Yes,No,Jardim Paulista
588,430,66,3,2,1,1,Yes,No,No,No,Vila Formosa
4014,1680,190,3,2,1,2,No,Yes,No,No,Santo Amaro
77,400,55,2,2,1,1,No,No,No,No,Cangaíba
2638,561,46,1,1,0,1,No,No,No,No,Casa Verde
3469,656,72,3,2,1,1,No,No,Yes,No,Campo Grande
3785,1100,104,3,2,1,3,No,No,Yes,No,Moema
2362,0,40,1,1,0,1,No,No,Yes,No,Brás
4215,570,60,2,1,0,1,No,No,No,No,Vila Sônia
2248,202,50,1,1,0,1,No,No,No,No,Bom Retiro
3556,825,142,3,4,3,2,No,No,Yes,No,Ipiranga
10769,500,50,1,1,0,1,Yes,No,No,No,Saúde
10599,1450,140,3,4,3,2,Yes,No,Yes,No,Ipiranga
9237,560,80,1,2,1,1,Yes,Yes,No,No,República
3245,10,90,2,1,0,0,No,No,No,No,Vila Matilde
9452,1780,161,3,3,1,2,Yes,No,No,No,Tucuruvi
10464,1050,84,3,2,1,2,No,Yes,Yes,No,Tatuapé
3230,942,92,3,1,0,1,No,No,Yes,No,Tatuapé
2879,900,115,3,3,2,2,No,No,Yes,No,Vila Maria
215,0,130,3,3,1,1,No,No,No,No,Iguatemi
3819,2900,155,3,2,1,3,No,No,No,No,Moema
392,0,40,1,2,1,1,No,No,No,No,Sapopemba
27,445,65,2,2,1,1,No,No,Yes,No,Belém
752,292,45,1,2,1,1,Yes,No,No,No,Cambuci
1810,490,70,3,2,1,1,Yes,No,No,No,Jaguaré
478,230,50,2,2,1,1,No,No,No,No,São Mateus
4890,900,103,3,2,1,1,Yes,Yes,Yes,No,Vila Leopoldina
9709,290,56,2,2,1,1,No,No,No,No,Sapopemba
909,454,98,3,2,1,1,No,No,No,No,Capão Redondo
10323,350,45,1,1,0,1,No,No,No,No,Liberdade
5188,645,86,3,2,1,1,No,No,Yes,No,Mooca
1558,1750,190,3,5,3,3,Yes,Yes,Yes,No,Vila Sônia
10134,450,54,2,2,1,1,No,No,No,No,Jaguaré
2485,430,45,2,1,0,1,Yes,Yes,Yes,No,Liberdade
9741,0,60,2,2,1,1,No,No,No,No,São Mateus
2151,100,100,2,1,0,0,No,No,No,No,Barra Funda
10655,1300,160,2,3,2,1,No,No,No,No,Jardim Paulista
2180,490,55,1,1,0,1,No,No,No,No,Bela Vista
2331,350,300,2,1,0,1,No,No,Yes,No,Brás
9908,450,70,2,2,1,1,Yes,Yes,Yes,No,Jabaquara
563,400,31,1,2,1,1,Yes,No,No,No,Vila Curuçá
4784,352,48,2,1,0,1,No,No,No,No,Pirituba
4836,1600,210,3,4,3,3,No,No,Yes,No,Vila Leopoldina
4195,1100,84,3,2,1,2,No,Yes,Yes,No,Vila Sônia
969,1200,185,4,5,3,2,Yes,Yes,Yes,No,Cidade Dutra
9224,500,95,3,2,1,1,Yes,No,Yes,No,Pari
5145,1050,57,1,3,2,1,No,Yes,No,No,Vila Madalena
4176,2252,199,4,3,2,4,No,No,Yes,No,Vila Mariana
5345,570,60,3,1,0,1,No,No,No,No,Mooca
10617,2000,215,4,2,1,2,No,No,Yes,No,Itaim Bibi
9743,290,47,2,2,1,1,Yes,No,No,No,São Mateus
4693,850,66,2,2,1,1,No,Yes,No,No,Pinheiros
3386,552,35,1,2,1,1,No,Yes,Yes,No,Campo Belo
4102,1500,170,3,4,3,3,No,Yes,Yes,No,Vila Andrade
997,500,75,3,2,1,1,Yes,No,Yes,No,Cursino
3227,894,95,3,2,1,2,No,No,Yes,No,Tatuapé
10307,150,40,1,1,0,1,No,No,No,No,Brás
1017,1007,93,3,2,1,2,Yes,No,Yes,No,Cursino
9667,290,38,2,2,1,1,No,No,No,No,Itaim Paulista
9744,350,49,2,2,1,1,No,No,No,No,São Mateus
653,180,35,1,2,1,1,Yes,No,No,No,Vila Matilde
9095,700,120,2,2,1,2,Yes,No,No,No,Bela Vista
10200,410,50,3,2,1,1,Yes,No,Yes,No,Pirituba
4144,1590,136,3,4,3,2,No,Yes,Yes,No,Vila Mariana
4414,500,50,2,1,0,1,No,No,Yes,No,Freguesia do Ó
919,0,50,2,2,1,1,Yes,No,Yes,No,Capão Redondo
3400,500,45,1,2,1,1,No,Yes,Yes,No,Campo Belo
1609,4700,377,4,6,4,5,Yes,No,Yes,No,Alto de Pinheiros
2788,520,42,1,2,1,1,No,Yes,Yes,No,Tucuruvi
2715,1120,154,3,2,1,3,No,No,Yes,No,Mandaqui
1950,3000,250,4,6,4,4,No,No,Yes,No,Perdizes
3133,420,46,2,1,0,1,No,No,No,No,Penha
2926,150,56,2,1,0,1,No,No,No,No,Artur Alvim
4436,603,80,3,2,0,1,No,No,No,No,Freguesia do Ó
11106,520,70,2,2,1,1,No,No,No,No,Vila Madalena
3738,3721,228,3,4,3,4,Yes,Yes,Yes,No,Jardim Paulista
3236,550,69,3,2,1,1,No,No,Yes,No,Vila Jacuí
3798,0,94,2,2,1,2,No,Yes,No,No,Moema
10820,600,64,3,1,0,1,No,No,No,No,Vila Sônia
9683,80,47,2,2,1,1,No,No,No,No,Itaquera
9798,600,77,2,2,1,1,Yes,No,No,No,Vila Matilde
9436,1144,140,3,2,1,1,No,No,Yes,No,Tucuruvi
3265,1320,110,3,2,1,2,No,No,No,No,Vila Prudente
1215,0,47,1,2,1,1,Yes,No,Yes,No,Moema
9199,766,45,1,2,1,1,Yes,No,Yes,No,Liberdade
10476,535,60,2,1,0,1,No,No,Yes,No,Vila Matilde
3056,350,53,2,1,0,1,No,No,No,No,Carrão
518,700,90,3,2,1,2,Yes,Yes,Yes,No,Tatuapé
1724,490,50,1,2,1,1,Yes,No,No,No,Cachoeirinha
9766,760,96,3,2,1,2,Yes,No,Yes,No,Tatuapé
